listing_id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color,doors,car_age,price_per_mile,is_luxury_model,mileage_per_year
BMW100042,2 Series,2022,37052.56,Semi-Auto,48815.0,Petrol,,42.9,2.0,Blue,5,2,0.7590404588753457,False,24407.5
BMW100043,7 Series,2008,27237.61,Semi-Auto,209537.0,Diesel,125.0,15.7,3.0,Green,2,16,0.1299895006609811,True,13096.0625
BMW100044,5 Series,2007,12093.08,Automatic,214465.0,Petrol,125.0,27.8,3.5,White,4,17,0.05638719604597487,False,12615.588235294117
BMW100045,3 Series,2017,27584.47,Semi-Auto,82089.0,Diesel,125.0,41.4,2.0,White,3,7,0.33603125875574075,False,11727.0
BMW100046,X5,2016,40241.24,Manual,103360.0,Petrol,30.0,41.7,2.0,Red,2,8,0.38933088235294117,True,12920.0
BMW100047,3 Series,2022,36759.79,Manual,33019.0,Diesel,150.0,37.1,1.5,Red,4,2,1.1132920439746812,False,16509.5
BMW100048,5 Series,2018,44570.24,Automatic,70148.0,Electric,0.0,50.6,2.0,Black,4,6,0.6353743513713862,False,11691.333333333334
BMW100049,X3,2014,28355.47,Automatic,105366.0,Petrol,30.0,21.6,2.5,Green,4,10,0.26911404058235106,False,10536.6
BMW100050,2 Series,2014,25044.6,Automatic,124152.0,Petrol,125.0,54.7,1.5,Silver,3,10,0.2017253044654939,False,12415.2
BMW100051,Z4,2016,26075.17,Semi-Auto,97686.0,petrol,150.0,15.0,2.0,Black,3,8,0.2669284237249964,False,12210.75
BMW100052,5 Series,2012,18442.61,Automatic,123102.0,Hybrid,150.0,32.9,2.0,Grey,4,12,0.1498156813049341,False,10258.5
BMW100053,5 Series,2008,6223.48,Semi-Auto,200456.0,Diesel,145.0,40.9,2.5,Blue,4,16,0.031046613720716765,False,12528.5
BMW100054,X3,2008,13777.24,Manual,202795.0,  Diesel  ,145.0,0.0,3.0,,4,16,0.06793678345126852,False,12674.6875
BMW100055,5 Series,2020,40454.17,Automatic,64206.0,Diesel,205.0,36.7,3.5,White,3,4,0.6300683736722424,False,16051.5
BMW100056,1 Series,2009,,Semi-Auto,175871.0,Petrol,205.0,40.7,2.0,Grey,4,15,,False,11724.733333333334
BMW100057,6 Series,2012,21333.97,Manual,147586.0,Petrol,235.0,39.5,2.0,Grey,4,12,0.14455280311140623,False,12298.833333333334
BMW100058,7 Series,2008,,Automatic,201319.0,Petrol,150.0,37.3,1.5,Green,4,16,,True,12582.4375
BMW100059,Z4,2006,4897.41,Semi-Auto,214047.0,Petrol,125.0,29.7,1.5,Black,5,18,0.02288006839619336,False,11891.5
BMW100060,X1,2019,28708.48,Automatic,83969.0,Petrol,125.0,41.9,2.0,,4,5,0.34189379413831295,False,16793.8
BMW100061,3 Series,2016,27268.18,Automatic,92865.0,Petrol,30.0,30.8,2.0,Blue,4,8,0.2936324772519248,False,11608.125
BMW100062,3 Series,2013,25762.49,Automatic,142428.0,Diesel,205.0,20.4,3.5,Grey,4,11,0.1808807959109164,False,12948.0
BMW100063,X3,2005,2011.66,Automatic,226079.0,Diesel,0.0,53.2,1.5,Grey,4,19,0.008898040065640772,False,11898.894736842105
BMW100064,6 Series,2005,4758.61,  Semi-Auto  ,228391.0,Petrol,150.0,32.2,2.0,Grey,5,19,0.020835365666773208,False,12020.578947368422
BMW100065,3 Series,2011,21619.52,Automatic,169105.0,Diesel,205.0,29.3,3.0,Blue,4,13,0.12784672245054848,False,13008.076923076924
BMW100066,1 Series,2013,23498.86,Automatic,124442.0,Petrol,125.0,29.3,2.0,Silver,4,11,0.18883383423602965,False,11312.90909090909
BMW100067,X3,2016,31923.98,Semi-Auto,88369.0,Petrol,20.0,37.6,2.5,Red,5,8,0.3612576808609354,False,11046.125
BMW100068,5 Series,2016,24792.94,Semi-Auto,106471.0,Diesel,235.0,37.7,1.5,Silver,3,8,0.23286096683603985,False,13308.875
BMW100069,3 Series,2018,28402.13,Semi-Auto,64248.0,Diesel,150.0,37.8,1.6,Green,2,6,0.442070258996389,False,10708.0
BMW100070,3 Series,2020,33204.58,Automatic,49206.0,Diesel,0.0,36.4,1.5,White,3,4,0.6748075437954721,False,12301.5
BMW100071,1 Series,2011,16002.38,Automatic,160903.0,Hybrid,125.0,45.1,2.0,Black,5,13,0.09945358383622431,False,12377.153846153846
BMW100072,X3,2005,7626.64,Automatic,224350.0,Hybrid,20.0,31.5,2.5,Blue,4,19,0.033994383775351016,False,11807.894736842105
BMW100073,3 Series,2018,33799.37,Automatic,69905.0,Diesel,150.0,24.2,3.0,White,4,6,0.4835043273013376,False,11650.833333333334
BMW100074,4 Series,2022,44005.53,automatic,24148.0,Diesel,125.0,46.2,2.0,Green,3,2,1.8223260725525923,False,12074.0
BMW100075,6 Series,2011,24604.47,Semi-Auto,161925.0,  Diesel  ,125.0,29.6,3.5,Black,2,13,0.15194979157017138,False,12455.76923076923
BMW100076,2 Series,2010,16405.59,Automatic,176730.0,Petrol,0.0,50.6,2.0,Green,2,14,0.09282855202851809,False,12623.57142857143
BMW100077,1 Series,2013,22815.29,Semi-Auto,121890.0,Petrol,30.0,33.3,2.5,Green,4,11,0.1871793420296989,False,11080.90909090909
BMW100078,X1,2014,20954.31,Manual,136165.0,Petrol,145.0,19.6,3.0,Grey,5,10,0.15388910512980575,False,13616.5
BMW100079,X1,2018,30216.95,Manual,76360.0,diesel,30.0,24.8,2.0,Black,4,6,0.3957169984284966,False,12726.666666666666
BMW100080,X5,2010,32660.34,Semi-Auto,174556.0,Petrol,20.0,34.4,2.5,Grey,4,14,0.1871052269758702,True,12468.285714285714
BMW100081,5 Series,2013,20553.12,Automatic,137690.0,Diesel,125.0,38.2,2.0,Grey,5,11,0.14927097102186068,False,12517.272727272728
BMW100082,X2,2014,19895.48,Semi-Auto,115989.0,Diesel,125.0,34.1,1.5,White,5,10,0.17152902430402883,False,11598.9
BMW100083,6 Series,2014,22232.56,Automatic,124638.0,Petrol,150.0,,2.0,Black,5,10,0.17837705996566056,False,12463.8
BMW100084,X1,2022,37716.05,Automatic,16312.0,Diesel,30.0,,1.5,Black,5,2,2.312165890142227,False,8156.0
BMW100085,1 Series,2021,38455.28,Manual,37671.0,Hybrid,205.0,39.9,3.0,Green,3,3,1.0208191977914045,False,12557.0
BMW100086,X5,2021,64734.93,Manual,31435.0,Petrol,125.0,30.3,3.0,Silver,2,3,2.059326546842691,True,10478.333333333334
BMW100087,5 Series,2010,14438.76,MANUAL,165615.0,Diesel,205.0,23.1,1.5,Red,4,14,0.08718268272801377,False,11829.642857142857
BMW100088,i3,2006,5262.77,Automatic,226970.0,Petrol,205.0,39.5,2.5,Blue,4,18,0.02318707318147773,False,12609.444444444445
BMW100089,X5,2012,28984.72,Manual,141301.0,Diesel,235.0,,1.5,Red,3,12,0.20512749378985287,True,11775.083333333334
BMW100090,2 Series,2007,9281.53,Semi-Auto,215574.0,Diesel,30.0,37.2,2.0,Black,5,17,0.0430549602456697,False,12680.823529411764
BMW100091,i3,2017,27785.25,Manual,75788.0,Petrol,125.0,26.8,2.0,Black,4,7,0.3666180661846203,False,10826.857142857143
BMW100092,X1,2011,17826.42,Semi-Auto,161488.0,Hybrid,0.0,35.0,2.0,Silver,5,13,0.11038851183988903,False,12422.153846153846
BMW100093,i3,2016,28297.08,Automatic,102035.0,Diesel,150.0,47.3,1.6,Grey,4,8,0.2773271916499241,False,12754.375
BMW100094,2 Series,2008,18065.86,Automatic,181257.0,Petrol,125.0,27.7,3.5,White,3,16,0.09966986102605693,False,11328.5625
BMW100095,5 Series,2005,8704.95,Automatic,235574.0,Petrol,145.0,26.0,3.5,Black,5,19,0.036952082997274746,False,12398.631578947368
BMW100096,3 Series,2019,33179.51,automatic,61293.0,Hybrid,125.0,33.3,2.0,Black,5,5,0.5413262525900184,False,12258.6
BMW100097,5 Series,2006,14572.22,automatic,207167.0,Petrol,125.0,25.9,4.4,Black,4,18,0.07034044997514083,False,11509.277777777777
BMW100098,X3,2007,14395.16,Manual,197732.0,Petrol,30.0,34.1,2.5,Red,4,17,0.07280136750753545,False,11631.29411764706
BMW100099,M5,2022,63299.72,Semi-Auto,46375.0,Diesel,150.0,41.9,2.0,White,5,2,1.3649535309973047,True,23187.5
BMW100100,5 Series,2006,7625.91,Manual,208708.0,Petrol,145.0,52.9,2.0,Black,5,18,0.036538656879467966,False,11594.888888888889
BMW100101,1 Series,2016,30955.78,MANUAL,116748.0,Diesel,150.0,37.0,2.5,Green,2,8,0.2651504094288553,False,14593.5
BMW100102,X5,2020,64329.11,semi-auto,59939.0,Petrol,145.0,29.0,3.5,Grey,4,4,1.0732429636797411,True,14984.75
BMW100103,3 Series,2012,18059.25,Semi-Auto,151815.0,Hybrid,150.0,46.9,2.0,Blue,4,12,0.11895563679478312,False,12651.25
BMW100104,8 Series,2006,15811.36,Automatic,210790.0,Petrol,30.0,58.6,2.0,Silver,5,18,0.07501000996252194,True,11710.555555555555
BMW100105,X5,2008,22571.97,Automatic,192911.0,Petrol,125.0,44.1,1.5,Silver,4,16,0.11700716910907102,True,12056.9375
BMW100106,M4,2007,15614.61,Manual,210017.0,Diesel,20.0,41.9,1.5,Black,2,17,0.0743492669641029,True,12353.941176470587
BMW100107,3 Series,2019,28487.28,Semi-Auto,61039.0,Diesel,20.0,41.2,1.5,Black,4,5,0.4667062042300824,False,12207.8
BMW100108, 3 Series ,2022,38635.28,Semi-Auto,35482.0,Diesel,20.0,,2.0,White,4,2,1.0888698495011555,False,17741.0
BMW100109,4 Series,2023,55087.61,Automatic,7057.0,Electric,145.0,27.1,2.5,Black,4,1,7.806094657786595,False,7057.0
BMW100110,1 Series,2017,28817.19,Semi-Auto,89805.0,Petrol,30.0,52.4,1.6,White,3,7,0.3208862535493569,False,12829.285714285714
BMW100111,4 Series,2005,6403.45,Automatic,225262.0,Petrol,0.0,40.7,2.0,Grey,4,19,0.028426676492262343,False,11855.894736842105
BMW100112,4 Series,2023,40488.83,Manual,11428.0,Diesel,150.0,,2.0,Grey,5,1,3.5429497724886247,False,11428.0
BMW100113,X1,2010,13598.09,Manual,165218.0,Petrol,125.0,35.7,,Black,5,14,0.08230392572237892,False,11801.285714285714
BMW100114,5 Series,2015,32156.07,  Semi-Auto  ,105857.0,Petrol,150.0,19.6,4.4,Red,5,9,0.3037689524547267,False,11761.888888888889
BMW100115,3 Series,2014,20062.08,Semi-Auto,114581.0,Diesel,125.0,50.1,1.6,Grey,4,10,0.17509080912193123,False,11458.1
BMW100116,1 Series,2018,44687.32,Manual,66290.0,Electric,150.0,37.9,2.0,Red,4,6,0.6741185699200483,False,11048.333333333334
BMW100117,3 Series,2007,8067.88,Automatic,200282.0,Petrol,150.0,45.6,1.5,,4,17,0.04028260153184011,False,11781.29411764706
BMW100118,2 Series,2015,22100.12,Automatic,108398.0,Petrol,150.0,38.7,1.5,Black,2,9,0.20387940736913965,False,12044.222222222223
BMW100119,1 Series,2015,26585.89,Automatic,117015.0,Diesel,145.0,31.1,2.0,Grey,4,9,0.2272007007648592,False,13001.666666666666
BMW100120,X2,2014,24259.63,automatic,127824.0,Diesel,150.0,46.1,3.0,Green,3,10,0.18978931968957316,False,12782.4
BMW100121,Z4,2009,18921.08,Automatic,182184.0,Diesel,150.0,15.0,3.0,Grey,5,15,0.10385697975672947,False,12145.6
BMW100122,3 Series,2017,29854.06,Manual,78818.0,  Diesel  ,0.0,31.5,2.0,Grey,4,7,0.3787721078941359,False,11259.714285714286
BMW100123,X3,2018,30452.22,Semi-Auto,73986.0,Diesel,0.0,24.5,3.5,Black,3,6,0.4115943556889141,False,12331.0
BMW100124,5 Series,2017,23527.91,Manual,95563.0,Diesel,145.0,48.1,1.6,Black,3,7,0.24620313301173047,False,13651.857142857143
BMW100125,7 Series,2012,37843.94,Manual,152631.0,Petrol,205.0,43.7,3.5,White,5,12,0.24794399564963868,True,12719.25
BMW100126,M5,2008,30193.97,Semi-Auto,183521.0,Diesel,30.0,15.8,3.5,Red,4,16,0.16452596705554134,True,11470.0625
BMW100127,X5,2005,10692.85,Automatic,221656.0,Petrol,145.0,41.8,1.5,Grey,5,19,0.04824074241166492,True,11666.105263157895
BMW100128,3 Series,2015,28804.56,Semi-Auto,96334.0,Petrol,205.0,41.1,3.5,Red,2,9,0.2990072041023938,False,10703.777777777777
BMW100129,3 Series,2005,6785.91,Automatic,225260.0,Diesel,20.0,28.1,2.5,Green,5,19,0.030124789132557932,False,11855.78947368421
BMW100130,X5,2021,61181.34,Semi-Auto,13326.0,Diesel,145.0,26.3,2.5,Blue,4,3,4.5911256190905,True,4442.0
BMW100131,4 Series,2010,14715.32,Manual,155175.0,Petrol,125.0,35.4,1.5,Black,2,14,0.09483048171419366,False,11083.92857142857
BMW100132,1 Series,2021,38089.12,Semi-Auto,26438.0,Diesel,145.0,35.6,2.5,Red,4,3,1.4406959679249567,False,8812.666666666666
BMW100133,1 Series,2019,30047.71,Semi-Auto,65659.0,Petrol,145.0,22.3,1.6,Black,5,5,0.45763276930809177,False,13131.8
BMW100134,4 Series,2008,17442.66,Automatic,190826.0,Diesel,,35.0,3.5,Grey,4,16,0.09140609770157107,False,11926.625
BMW100135,5 Series,2015,30529.21,Manual,94954.0,Diesel,125.0,43.2,2.5,Blue,4,9,0.3215157865914021,False,10550.444444444445
BMW100136,3 Series,2010,12254.71,Automatic,164802.0,Diesel,150.0,23.5,1.5,,5,14,0.07436020193929685,False,11771.57142857143
BMW100137,2 Series,2013,21759.35,Manual,130045.0,Petrol,125.0,50.5,1.6,Blue,4,11,0.16732169633588373,False,11822.272727272728
BMW100138,M3,2015,45386.19,Manual,115966.0,Petrol,150.0,26.5,2.5,Red,4,9,0.3913749719745443,True,12885.111111111111
BMW100139,5 Series,2017,,Manual,86711.0,Hybrid,145.0,19.5,2.0,Blue,4,7,,False,12387.285714285714
BMW100140,X3,2023,41671.81,Semi-Auto,4496.0,Diesel,,31.9,3.0,Grey,4,1,9.268641014234875,False,4496.0
BMW100141,X4,2010,14708.71,Semi-Auto,174773.0,Petrol,125.0,39.2,1.6,Grey,5,14,0.08415893759333536,False,12483.785714285714
BMW100142,X1,2021,39963.23,Automatic,,Diesel,125.0,35.2,,Red,5,3,,False,
BMW100143,1 Series,2020,36348.27,Automatic,44379.0,Hybrid,20.0,51.4,,Grey,4,4,0.8190421145136212,False,11094.75
BMW100144,X5,2011,29942.98,  Semi-Auto  ,147826.0,Diesel,150.0,48.9,1.6,Blue,4,13,0.20255557209151298,True,11371.23076923077
BMW100145,3 Series,2015,29945.18,Manual,99973.0,Petrol,150.0,37.3,2.5,Green,4,9,0.29953267382193194,False,11108.111111111111
BMW100146,X5,2019,59783.39,Automatic,58583.0,Petrol,125.0,32.2,3.0,Silver,2,5,1.0204904153081953,True,11716.6
BMW100147,2 Series,2009,13497.5,Manual,184951.0,Petrol,,40.7,3.0,Green,5,15,0.07297878897653973,False,12330.066666666668
BMW100148,6 Series,2017,33805.52,Semi-Auto,87952.0,Hybrid,145.0,38.3,3.0,Green,4,7,0.38436328906676365,False,12564.57142857143
BMW100149,X3,2009,17433.53,Semi-Auto,167868.0,Hybrid,20.0,,2.5,Green,5,15,0.1038526103843496,False,11191.2
BMW100150,7 Series,2022,69410.08,Automatic,21564.0,Diesel,145.0,51.7,3.0,Green,2,2,3.2187942867742536,True,10782.0
BMW100151,5 Series,2007,4646.93,Manual,219607.0,Petrol,125.0,39.4,2.0,Grey,3,17,0.021160208918659242,False,12918.058823529413
BMW100152,4 Series,2012,19230.4,Automatic,151346.0,Petrol,125.0,41.4,2.5,Red,4,12,0.12706249256670146,False,12612.166666666666
BMW100153,4 Series,2016,28705.91,Semi-Auto,110667.0,Petrol,145.0,23.0,3.5,Silver,5,8,0.25938997171695266,False,13833.375
BMW100154,6 Series,2006,6964.14,Semi-Auto,224125.0,Petrol,150.0,37.8,3.0,Red,5,18,0.031072571109871727,False,12451.388888888889
BMW100155,5 Series,2017,31901.04,Semi-Auto,89041.0,Petrol,125.0,34.5,2.0,Grey,3,7,0.35827360429465077,False,12720.142857142857
BMW100156,1 Series,2017,26671.3,Automatic,84868.0,Petrol,,31.7,,Silver,5,7,0.31426803977942214,False,12124.0
BMW100157,1 Series,2007,13225.97,Automatic,208354.0,Hybrid,125.0,25.3,3.5,Silver,4,17,0.06347835894679248,False,12256.117647058823
BMW100158,X3,2007,5960.63,  Manual  ,199526.0,Diesel,125.0,27.0,2.0,Blue,4,17,0.029873951264496858,False,11736.823529411764
BMW100159,Z4,2020,32393.85,Manual,56518.0,Petrol,20.0,40.8,1.6,White,3,4,0.57315987826887,False,14129.5
BMW100160,X5,2021,58226.18,Semi-Auto,24764.0,Hybrid,30.0,45.9,2.0,White,4,3,2.3512429332902602,True,8254.666666666666
BMW100161,M3,2009,25948.08,Semi-Auto,173302.0,Hybrid,30.0,,2.0,Red,5,15,0.14972752766846315,True,11553.466666666667
BMW100162,1 Series,2012,15791.32,Automatic,147536.0,Petrol,0.0,26.3,2.0,White,2,12,0.10703367313740375,False,12294.666666666666
BMW100163,6 Series,2014,29277.75,Automatic,125465.0,Diesel,150.0,28.4,3.5,White,5,10,0.23335392340493363,False,12546.5
BMW100164,7 Series,2019,49139.55,Automatic,52392.0,Diesel,145.0,42.7,1.6,White,3,5,0.9379208657810353,True,10478.4
BMW100165,3 Series,2017,26570.8,Automatic,84801.0,Petrol,20.0,27.5,2.5,White,2,7,0.31333121071685477,False,12114.42857142857
BMW100166,1 Series,2017,28742.74,Manual,77407.0,Diesel,145.0,19.3,2.0,Grey,2,7,0.37131964809384166,False,11058.142857142857
BMW100167,3 Series,2011,16233.34,Semi-Auto,147227.0,Petrol,125.0,28.2,,Silver,2,13,0.11026061795730403,False,11325.153846153846
BMW100168,X5,2019,54946.91,Semi-Auto,61088.0,Petrol,145.0,51.7,2.0,,4,5,0.899471418281823,True,12217.6
BMW100169,X3,2020,34097.66,Manual,47358.0,Petrol,150.0,17.7,2.0,White,4,4,0.7199978884243423,False,11839.5
BMW100170,Z4,2021,35558.91,Manual,25560.0,Diesel,20.0,30.8,1.5,Silver,4,3,1.391193661971831,False,8520.0
BMW100171,4 Series,2018,30126.65,Semi-Auto,61611.0,Petrol,30.0,48.1,,Silver,3,6,0.488981675350181,False,10268.5
BMW100172,8 Series,2013,46926.95,Semi-Auto,125994.0,Petrol,20.0,33.2,3.0,White,4,11,0.3724538470085877,True,11454.0
BMW100173,3 Series,2017,31116.57,Automatic,70033.0,Petrol,145.0,43.6,2.0,Grey,5,7,0.44431296674424914,False,10004.714285714286
BMW100174,M4,2009,28858.69,Manual,174154.0,Hybrid,125.0,28.4,2.5,Silver,4,15,0.16570787923332223,True,11610.266666666666
BMW100175,3 Series,2022,44649.91,Manual,22636.0,Petrol,150.0,35.3,3.5,Silver,4,2,1.9725176709666021,False,11318.0
BMW100176,i8,2011,30468.33,Manual,155143.0,Petrol,125.0,47.3,2.5,Silver,4,13,0.19638868656658698,False,11934.076923076924
BMW100177,X3,2019,29164.06,Automatic,61698.0,Petrol,0.0,40.4,2.0,Blue,3,5,0.47269052481441864,False,12339.6
BMW100178,3 Series,2027,33834.4,Automatic,84650.0,Petrol,145.0,45.4,2.5,Grey,4,-3,0.3996975782634377,False,
BMW100179,7 Series,2018,60156.82,Automatic,74944.0,Diesel,150.0,20.8,4.4,Red,5,6,0.8026902754056362,True,12490.666666666666
BMW100180,5 Series,2023,42383.85,Automatic,12443.0,Petrol,0.0,22.1,2.5,,4,1,3.4062404564815556,False,12443.0
BMW100181,X3,2015,34115.77,Automatic,111989.0,Hybrid,20.0,22.2,3.5,Silver,5,9,0.30463500879550665,False,12443.222222222223
BMW100182,X3,2013,18531.6,Automatic,136745.0,Diesel,,41.1,1.5,Grey,4,11,0.13551939741855276,False,12431.363636363636
BMW100183, 1 Series ,2006,2237.81,Manual,223565.0,Petrol,125.0,,2.0,White,4,18,0.010009661619663185,False,12420.277777777777
BMW100184,M3,2006,17607.21,Automatic,224819.0,petrol,145.0,21.2,1.6,White,4,18,0.07831726855826242,True,12489.944444444445
BMW100185,X7,2009,39494.14,Semi-Auto,183314.0,Diesel,205.0,37.0,4.4,White,5,15,0.2154453015045223,True,12220.933333333332
BMW100186,3 Series,2018,28450.43,Automatic,80729.0,Diesel,125.0,39.2,2.0,Green,2,6,0.35241895725204075,False,13454.833333333334
BMW100187,5 Series,2012,16073.11,Manual,132944.0,Diesel,30.0,42.3,1.5,Green,5,12,0.12090135696233001,False,11078.666666666666
BMW100188,3 Series,2015,25282.39,Automatic,98616.0,Petrol,235.0,33.0,2.0,White,5,9,0.256372089721749,False,10957.333333333334
BMW100189,i8,2023,59319.64,Manual,13133.0,Petrol,145.0,48.8,1.6,Black,4,1,4.516838498439046,False,13133.0
BMW100190,5 Series,2023,40370.82,Manual,25491.0,Petrol,0.0,35.6,1.6,White,4,1,1.5837283747204896,False,25491.0
BMW100191, 3 Series ,2022,38635.28,Semi-Auto,35482.0,Diesel,20.0,,2.0,White,4,2,1.0888698495011555,False,17741.0
BMW100192,5 Series,2023,350000.0,Semi-Auto,8516.0,Diesel,145.0,47.0,2.5,Green,4,1,41.099107562235794,False,8516.0
BMW100193,i3,2007,10042.46,Manual,216718.0,Diesel,145.0,35.4,1.6,Black,5,17,0.04633883664485645,False,12748.117647058823
BMW100194,X4,2013,24829.13,Automatic,141704.0,Diesel,235.0,20.5,3.5,Red,4,11,0.17521827189070174,False,12882.181818181818
BMW100195, 5 Series ,2022,38061.1,Semi-Auto,31474.0,Petrol,125.0,40.7,3.0,,5,2,1.2092870305649106,False,15737.0
BMW100196,X2,2019,35199.38,Automatic,53833.0,Diesel,150.0,33.8,3.0,Red,4,5,0.6538625006965987,False,10766.6
BMW100197, 4 Series ,2018,30811.65,Manual,74324.0,Diesel,145.0,29.2,2.0,White,4,6,0.4145585544373285,False,12387.333333333334
